"MIM"	"OMIM_disease_title"	"phecodes"
"OMIM_268150"	"RH-NULL, REGULATOR TYPE"	"277.4,282.9,283,573.5"
"OMIM_615957"	"#615957 SPINOCEREBELLAR ATAXIA 38; SCA38"	"292.1,334.1,356,378.2"
"OMIM_614871"	"#614871 PEROXISOME BIOGENESIS DISORDER 6B; PBD6B"	"292.1,333.1,334.1,350.5,362.7,367.9,378.2,389.1,687.4,772.1"
"OMIM_614702"	"#614702 COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 10; COXPD10;;CARDIOMYOPATHY, INFANTILE HYPERTROPHIC MITOCHONDRIAL, AND LACTIC ACIDOSIS"	"251.1,276.41,292.1,292.2,333.4,345.3,350.1,350.3,377.1,425.1,427"
"OMIM_269920"	"INFANTILE SIALIC ACID STORAGE DISORDER"	"277.4,331,331.1,345.3,350.3,374.3,378.2,416,428.1,572,573.3,579.2,580,694,743"
"OMIM_604369"	"#604369 SIALURIA, FINNISH TYPE;;SALLA DISEASE; SD"	"292.1,315.3,334.1,345.3,350.1,350.3,378.1,378.2,741.3"
"OMIM_615816"	"#615816 IMMUNODEFICIENCY 23; IMD23;;IMMUNODEFICIENCY WITH HYPER IGE AND COGNITIVE IMPAIRMENT;;IMMUNODEFICIENCY-VASCULITIS-MYOCLONUS SYNDROME; IVMS"	"283,292.1,292.2,315.3,333.2,334.1,350.3,389.1,389.2,465,476,495,496.3,580.11,694.3,737.3,939"
"OMIM_611092"	"#611092 MENTAL RETARDATION, AUTOSOMAL RECESSIVE 6; MRT6"	"315.3,333.1,333.2,333.4,345.3"
"OMIM_614652"	"#614652 COENZYME Q10 DEFICIENCY, PRIMARY, 3; COQ10D3"	"269,345.1,377,580,782.3"
"OMIM_613671"	"#613671 MENTAL RETARDATION, ANTERIOR MAXILLARY PROTRUSION, AND STRABISMUS;MRAMS"	"292.1,295.3,315.3,367.8,368.1,378.1,524.3"
"OMIM_607855"	"#607855 MUSCULAR DYSTROPHY, CONGENITAL MEROSIN-DEFICIENT, 1A; MDC1A;;MUSCULAR DYSTROPHY, CONGENITAL MEROSIN-DEFICIENTMUSCULAR DYSTROPHY, CONGENITAL, DUE TO PARTIAL LAMA2 DEFICIENCY, INCLUDED"	"315.3,345.3,350.3,350.5,359.1,378.5,737.3,739,772.3"
"OMIM_207800"	"#207800 ARGININEMIA;;ARGINASE DEFICIENCY;;HYPERARGININEMIA;;ARG1 DEFICIENCY"	"260.6,292.1,292.2,313.1,315.3,342,344,345.3,789"
"OMIM_208000"	"#208000 ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 1; GACI1;;GACI;;IDIOPATHIC INFANTILE ARTERIAL CALCIFICATION; IIAC;;ARTERIAL CALCIFICATION, IDIOPATHIC INFANTILE;;ARTERIOPATHY, OCCLUSIVE INFANTILECORONARY SCLEROSIS, MEDIAL, OF INFANCY, INCLUDED"	"275.53,401,411.2,411.4,428.1,440"
"OMIM_603552"	"#603552 HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 4; FHL4;;HPLH4;;HLH4"	"272.12,275.1,285,287.3,345.3,350.3,573.3,579.2,783"
"OMIM_254780"	"#254780 MYOCLONIC EPILEPSY OF LAFORA;;MELF;;LAFORA DISEASE;;LAFORA BODY DISEASE; LBD;;EPILEPSY, PROGRESSIVE MYOCLONIC 2A; EPM2A;;EPM2EPILEPSY, PROGRESSIVE MYOCLONIC 2B, INCLUDED; EPM2B, INCLUDED"	"290.1,292.12,292.6,295.3,333.2,345.1,345.11,345.3,350.2,367.9,368,573,938"
"OMIM_614831"	"#614831 SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 13; SCAR13"	"292.1,315.3,333.1,334.1,345.3,348.4,348.9,350.3,350.5,374.3,378.1,378.2,735.1"
"OMIM_274800"	"THYROID HORMONOGENESIS, GENETIC DEFECT IN, 4"	"240,244,315.3"
"OMIM_614922"	"#614922 COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 11; COXPD11;;ENCEPHALONEUROMYOPATHY, INFANTILE, DUE TO MITOCHONDRIAL TRANSLATIONDEFECT"	"276.41,331,333.2,350.3,350.5,356,359.2,389,425,573.3,588,798"
"OMIM_600116"	"#600116 PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE; PARK2;;PARKINSON DISEASE, JUVENILE, AUTOSOMAL RECESSIVE; PDJ;;PARKINSONISM, EARLY-ONSET, WITH DIURNAL FLUCTUATION; EPDF"	"332,333.1,333.4,350.1,350.2,350.5,781.2"
"OMIM_607136"	"#607136 SPINOCEREBELLAR ATAXIA 17; SCA17;;HUNTINGTON DISEASE-LIKE 4; HDL4"	"290.12,292.1,292.11,292.12,292.6,295.2,296.2,312,331,332,333.1,333.2,333.3,333.4,334.1,345.3,350.1,350.2,350.3,378.2,532,599.4"
"OMIM_614498"	"#614498 RIGIDITY AND MULTIFOCAL SEIZURE SYNDROME, LETHAL NEONATAL; RMFSL"	"331,333.2,337,345.11,350.1,350.5,377.1,427.8,513.31,526.3,739,772.2"
"OMIM_613647"	"#613647 SPASTIC PARAPLEGIA 48, AUTOSOMAL RECESSIVE; SPG48"	"334.1,350.2,599.4,772.3"
"OMIM_255110"	"CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, LATE-ONSET"	"359.2,585.2,770,771.2,772.3,772.4"
"OMIM_600649"	"CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, INFANTILE"	"251.1,345.3,359.2,416,425,425.1,427,509.5,571.5,573,573.3,573.6,789,798"
"OMIM_212840"	"#212840 CEREBELLAR ATAXIA AND HYPOGONADOTROPIC HYPOGONADISM; CAHH;;GORDON HOLMES SYNDROME;;LUTEINIZING HORMONE-RELEASING HORMONE, DEFICIENCY OF, WITH ATAXIA;;LHRH DEFICIENCY AND ATAXIA"	"290.1,292.1,331,334.1,363.4"
"OMIM_610532"	"#610532 LEUKODYSTROPHY, HYPOMYELINATING, 5; HLD5;;HYPOMYELINATION AND CONGENITAL CATARACT: HCC"	"292.1,292.2,315.3,331,333.1,345.3,350.1,350.3,350.5,356,366,737.3,772.1,772.3"
"OMIM_615085"	"#615085 OSTEOPETROSIS, AUTOSOMAL RECESSIVE 8; OPTB8"	"285,287.3,352.2,377.1,573.3,579.2"
"OMIM_600794"	"#600794 NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VA; HMN5A;;HMN VA;;NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE V; HMN5;;NEUROPATHY, DISTAL HEREDITARY MOTOR, TYPE VA; DHMN5A;;DHMN VA;;SPINAL MUSCULAR ATROPHY, DISTAL, TYPE VA; DSMAVA;;SPINAL MUSCULAR ATROPHY, DISTAL, TYPE V; DSMAV;;SPINAL MUSCULAR ATROPHY, DISTAL, WITH UPPER LIMB PREDOMINANCE"	"350.5,351,359.1,735.1,735.21,772.1,772.3"
"OMIM_601472"	"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2D"	"350.5,351,687.4,735.21,737.3,772.1,772.3"
"OMIM_615986"	"#615986 BARDET-BIEDL SYNDROME 9; BBS9"	"278.1,315.3,362.7"
"OMIM_616032"	"#616032 FOCAL SEGMENTAL GLOMERULOSCLEROSIS 8; FSGS8;;GLOMERULOSCLEROSIS, FOCAL SEGMENTAL, 8"	"269,580,580.12,585.3"
"OMIM_261670"	"PHOSPHOGLYCERATE MUTASE, MUSCLE, DEFICIENCY OF"	"359.2,585.2,770,771.2,772.4,798"
"OMIM_203740"	"ALPHA-KETOGLUTARATE DEHYDROGENASE DEFICIENCY"	"276.41,292.2,331.1,350.3,772.1,772.2"
"OMIM_603284"	"CEREBRAL CAVERNOUS MALFORMATIONS 2"	"339,345.3,433.21,448"
"OMIM_616069"	"#616069 INFLAMMATORY SKIN AND BOWEL DISEASE, NEONATAL, 2; NISBD2"	"401,480,483,686,689,789"
"OMIM_614023"	"#614023 PHOSPHOSERINE PHOSPHATASE DEFICIENCY; PSPHD"	"315.3,331,345.3,637,772.2"
"OMIM_602522"	"#602522 BARTTER SYNDROME, TYPE 4A;;BARTTER SYNDROME, INFANTILE, WITH SENSORINEURAL DEAFNESS; BSNDSENSORINEURAL DEAFNESS WITH MILD RENAL DYSFUNCTION, INCLUDED"	"255.12,276.12,276.14,276.42,315.3,350.3,350.5,389.1,580.1,580.4,585.2,586,599.5,782.3"
"OMIM_123700"	"#123700 CUTIS LAXA, AUTOSOMAL DOMINANT 1; ADCL1"	"394.2,395.2,496.1,550.1"
"OMIM_185500"	"SUPRAVALVULAR AORTIC STENOSIS"	"394.1,395.4,427,447.1"
"OMIM_600803"	"#600803 GALLBLADDER DISEASE 1; GBD1;;CHOLELITHIASIS, LOW PHOSPHOLIPID-ASSOCIATED; LPAC"	"571,573.5,573.6,574.1,574.2,574.3,575.1,577"
"OMIM_602347"	"#602347 CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 3; PFIC3;;MDR3 DEFICIENCY;;CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, WITH ELEVATED SERUMGAMMA-GLUTAMYLTRANSFERASE"	"557,561.1,571.51,573.3,573.5,573.6,575.2,575.8,579.2,698"
"OMIM_614972"	"#614972 CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY 3; ICP3"	"573.5,575.2,698"
"OMIM_116860"	"#116860 CEREBRAL CAVERNOUS MALFORMATIONS; CCM;;CAVERNOUS ANGIOMA, FAMILIAL;;CAVERNOUS ANGIOMATOUS MALFORMATIONS; CAM;;CEREBRAL CAPILLARY MALFORMATIONSCEREBRAL CAVERNOUS MALFORMATIONS 1, INCLUDED; CCM1, INCLUDED;;CAVERNOUS MALFORMATIONS OF CNS AND RETINA, INCLUDED;;HYPERKERATOTIC CUTANEOUS CAPILLARY-VENOUS MALFORMATIONS ASSOCIATEDWITH CEREBRAL CAPILLARY MALFORMATIONS, INCLUDED"	"339,345.3,348.9,430"
"OMIM_225320"	"EHLERS-DANLOS SYNDROME, AUTOSOMAL RECESSIVE, CARDIAC VALVULAR FORM"	"394.2,395.1,395.2,550.1,701.2,728.2,735.1,736.5"
"OMIM_603471"	"#603471 CITRULLINEMIA, TYPE II, ADULT-ONSET; CTLN2;;CITRIN DEFICIENCY"	"155,272.12,348.2,348.7,571.5,573.6,577"
"OMIM_605814"	"#605814 CITRULLINEMIA, TYPE II, NEONATAL-ONSET;;CHOLESTASIS, NEONATAL INTRAHEPATIC, CAUSED BY CITRIN DEFICIENCY; NICCD"	"272.11,272.12,277.4,277.51,571.51,575.2"
"OMIM_615373"	"#615373 LEFT VENTRICULAR NONCOMPACTION 8; LVNC8CARDIOMYOPATHY, DILATED, 1LL, INCLUDED; CMD1LL, INCLUDED"	"394.2,425,427"
"OMIM_609313"	"#609313 MENTAL RETARDATION, ENTEROPATHY, DEAFNESS, PERIPHERAL NEUROPATHY,ICHTHYOSIS, AND KERATODERMA; MEDNIK;;ERYTHROKERATODERMIA VARIABILIS 3; EKV3;;ERYTHROKERATODERMIA VARIABILIS, KAMOURASKA TYPE"	"315.3,350.3,356,366,561.1,571,571.51,575.2,695"
"OMIM_274600"	"PENDRED SYNDROME"	"193,240,244,252.1,292.1,292.2,315.3,350.3,386,386.2,389.1,479,509,580"
"OMIM_214700"	"#214700 DIARRHEA 1, SECRETORY CHLORIDE, CONGENITAL; DIAR1;;CHLORIDE DIARRHEA, CONGENITAL, FINNISH TYPE;;CHLORIDORRHEA, CONGENITAL"	"255.12,276.12,276.14,276.42,276.5,561.1,579"
"OMIM_246900"	"#246900 DIHYDROLIPOAMIDE DEHYDROGENASE DEFICIENCY; DLDD;;DLD DEFICIENCY;;E3 DEFICIENCY;;LIPOAMIDE DEHYDROGENASE DEFICIENCY, LACTIC ACIDOSIS DUE TO;;MAPLE SYRUP URINE DISEASE, TYPE III"	"251.1,276.41,292.2,333.4,334.1,345.3,348.8,350.2,350.3,425.1,573,573.3,573.6,798"
"OMIM_606721"	"#606721 PARTIAL LIPODYSTROPHY, CONGENITAL CATARACTS, AND NEURODEGENERATIONSYNDROME; LCCNS;;LIPODYSTROPHY, PARTIAL, WITH CONGENITAL CATARACTS AND NEURODEGENERATION"	"250.2,250.41,272.11,272.12,277.51,334.1,350.1,350.3,350.5,362.7,378.2,458.1,577,687.4,772.3"
"OMIM_219700"	"CYSTIC FIBROSIS"	"276.5,415.1,465,480,483,495,496,496.3,504.1,557,565,571.6,573.3,577"
"OMIM_613310"	"#613310 EXUDATIVE VITREORETINOPATHY 5; EVR5"	"361,362.3,362.7,367.9"
"OMIM_238700"	"#238700 HYPERLYSINEMIA, TYPE I;;LYSINE:ALPHA-KETOGLUTARATE REDUCTASE DEFICIENCY;;ALPHA-AMINOADIPIC SEMIALDEHYDE SYNTHASE DEFICIENCY;;LYSINE INTOLERANCE;;L-LYSINE:NAD-OXIDO-REDUCTASE DEFICIENCY"	"285,292.2,313.1,315.3,345.3,350.3"
"OMIM_614962"	"#614962 LEPTIN DEFICIENCY OR DYSFUNCTION; LEPD;;OBESITY, MORBID, NONSYNDROMIC 1"	"260.7,278.1,465,480,612.2"
"OMIM_612079"	"#612079 ALOPECIA, NEUROLOGIC DEFECTS, AND ENDOCRINOPATHY SYNDROME;;ANE SYNDROME"	"216,255.2,315.3,333,521.1,612.2,694.2,704.1,737.3,739,772.1"
"OMIM_609524"	"FILAMINOPATHY, AUTOSOMAL DOMINANT"	"350.2,359.2,509,741.3,772.3"
"OMIM_614065"	"#614065 MYOPATHY, DISTAL, 4; MPD4;;WILLIAMS DISTAL MYOPATHY"	"350.5,359.2,772.1,772.3"
"OMIM_614921"	"#614921 CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IT; CDG1T;;CDG IT; CDGIT;;PHOSPHOGLUCOMUTASE 1 DEFICIENCY;;PGM1 DEFICIENCY;;GLYCOGEN STORAGE DISEASE XIV; GSD14;;GSD XIV"	"070.9,251.1,425,427.7,433.2,512.7,526.3,571.5,573.6,772.3,772.4,798"
"OMIM_212350"	"#212350 SENGERS SYNDROME;;MITOCHONDRIAL DNA DEPLETION SYNDROME 10 (CARDIOMYOPATHIC TYPE); MTDPS10;;CARDIOMYOPATHY AND CATARACT"	"276.41,287.3,350.3,359.2,365,367.1,378,378.2,425.1,509,772.3,798"
"OMIM_615528"	"#615528 PARKINSON DISEASE 19, JUVENILE-ONSET; PARK19"	"292.1,315.3,332,333.1,333.4,345.3,350.1,350.2,378.2,781.2"
"OMIM_613688"	"#613688 LONG QT SYNDROME 2; LQT2;;LONG QT SYNDROME 2, ACQUIRED, SUSCEPTIBILITY TO, INCLUDED;;LONG QT SYNDROME 1/2, DIGENIC, INCLUDED; LQT1/2, DIGENIC, INCLUDED;;LONG QT SYNDROME 2/3, DIGENIC, INCLUDED; LQT2/3, DIGENIC, INCLUDED;;LONG QT SYNDROME 2/5, DIGENIC, INCLUDED; LQT2/5, DIGENIC, INCLUDED;;LONG QT SYNDROME 2/9, DIGENIC, INCLUDED; LQT2/9, DIGENIC, INCLUDED"	"426.8,427.41,427.42,788"
"OMIM_204100"	"LEBER CONGENITAL AMAUROSIS, TYPE II"	"315.3,362.7,364.41,366,367.9,368,368.9"
"OMIM_610003"	"CEROID LIPOFUSCINOSIS, NEURONAL, 8, NORTHERN EPILEPSY VARIANT"	"292.4,315.3,331,334.1,345.1,345.12,345.3,367.9"
"OMIM_159950"	"MYOCLONUS, HEREDITARY, WITH PROGRESSIVE DISTAL MUSCULAR ATROPHY"	"290.1,292.1,292.2,333.1,333.2,334.2,345.11,345.3,350.2,350.5,352.2,465,737.3,741.3,772.1,772.3"
"OMIM_228000"	"#228000 FARBER LIPOGRANULOMATOSIS;;FARBER DISEASE;;CERAMIDASE DEFICIENCY;;ACID CERAMIDASE DEFICIENCY;;AC DEFICIENCY;;N-LAURYLSPHINGOSINE DEACYLASE DEFICIENCY"	"292.2,315.3,364.1,378.2,465,504.1,509,573.3,579.2,687.2,716,737.1,741.2,741.4,743.1,745,772.1"
"OMIM_616117"	"CARDIAC CONDUCTION DISEASE WITH OR WITHOUT DILATED CARDIOMYOPATHY;"	"425,426.32,427"
"OMIM_144250"	"HYPERLIPIDEMIA, FAMILIAL COMBINED"	"272.13,374,411.2"
"OMIM_238600"	"#238600 HYPERLIPOPROTEINEMIA, TYPE I;;LIPOPROTEIN LIPASE DEFICIENCY;;LPL DEFICIENCY;;HYPERCHYLOMICRONEMIA, FAMILIAL;;HYPERLIPEMIA, IDIOPATHIC, BURGER-GRUTZ TYPE;;HYPERLIPEMIA, ESSENTIAL FAMILIAL;;LIPASE D DEFICIENCY;;LIPD DEFICIENCY;;HYPERLIPOPROTEINEMIA, TYPE IA;;CHYLOMICRONEMIA, FAMILIAL"	"272.1,272.11,272.14,571.5,573.5,577,579.2,785,789"
"OMIM_610913"	"#610913 SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 2; SMDP2;;INTERSTITIAL LUNG DISEASE DUE TO SURFACTANT PROTEIN C DEFICIENCY;;DESQUAMATIVE INTERSTITIAL PNEUMONITIS DUE TO SURFACTANT PROTEIN CDEFICIENCY;;PULMONARY ALVEOLAR PROTEINOSIS, CONGENITAL, 2"	"465,504,504.1,512.9,513.3,513.4,580.4"
"OMIM_607684"	"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2E"	"350.2,350.5,359.1,687.4,735.21,772.1"
"OMIM_201450"	"#201450 ACYL-COA DEHYDROGENASE, MEDIUM-CHAIN, DEFICIENCY OF; ACADMD;;ACADM DEFICIENCY;;MCAD DEFICIENCY;;MCADH DEFICIENCY;;CARNITINE DEFICIENCY SECONDARY TO MEDIUM-CHAIN ACYL-COA DEHYDROGENASEDEFICIENCY"	"251.1,276.41,345.3,348.2,348.7,350.3,571.5,573.3,573.6,789,798"
"OMIM_277700"	"#277700 WERNER SYNDROME; WRN"	"145,159.2,165.1,170,172,174,189.1,193,225.1,250.2,274.21,362,362.7,366,401,411.4,414.2,428.1,448,701.1,702.4,707,741.2,743.1,772.1"
"OMIM_615033"	"#615033 SPASTIC PARAPLEGIA 54, AUTOSOMAL RECESSIVE; SPG54"	"292.1,315.3,334.1,350.5,374,377.3,378,532,563,599.4,772.3"
"OMIM_182900"	"SPHEROCYTOSIS, HEREDITARY"	"277.4,282.9,283,573.5,574.1,579.2"
"OMIM_213600"	"#213600 BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 1; IBGC1;;STRIOPALLIDODENTATE CALCINOSIS, BILATERAL; BSPDC;;STRIOPALLIDODENTATE CALCINOSIS, AUTOSOMAL DOMINANT, ADULT-ONSET;;CEREBRAL CALCIFICATION, NONARTERIOSCLEROTIC, IDIOPATHIC, ADULT-ONSET;;FERROCALCINOSIS, CEREBROVASCULAR;;FAHR DISEASE, FAMILIAL, FORMERLY;;BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 3, FORMERLY; IBGC3, FORMERLY"	"292.1,292.3,292.4,295.3,296.2,332,333.1,333.3,333.4,348.9,350.1,350.2,350.3,350.5,599.4,781.2"
"OMIM_608984"	"ATAXIA, SENSORY, AUTOSOMAL DOMINANT"	"334.1,350.2,350.5,687.4"
"OMIM_616094"	"#616094 MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 12; MDDGC12;;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY, LIMB-GIRDLE, POMK-RELATED"	"292.2,350.5,359.1,741.3"
"OMIM_252930"	"#252930 MUCOPOLYSACCHARIDOSIS TYPE IIIC;;MPS IIIC; MPS3C;;SANFILIPPO SYNDROME C;;ACETYL-COA:ALPHA-GLUCOSAMINIDE N-ACETYLTRANSFERASE DEFICIENCY"	"292.1,313.1,315.3,327,331,333,345.3,362.7,389,425.1,465,532,550,561.1,573.3,579.2,704.2,737.3,741.2"
"OMIM_609981"	"#609981 NATURAL KILLER CELL AND GLUCOCORTICOID DEFICIENCY WITH DNA REPAIRDEFECT; NKGCD;;NATURAL KILLER CELL DEFICIENCY, FAMILIAL ISOLATED; NKCD"	"079,200,255.2,289.4,465,509.1,573.3,579.2,637"
"OMIM_613876"	"#613876 CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 20; CMH20"	"416,425,427.21"
"OMIM_277460"	"VITAMIN E, FAMILIAL ISOLATED DEFICIENCY OF"	"250.2,261,272.11,272.12,292.1,333.1,334.1,342,350.2,350.3,350.5,356,362.7,367.9,368,374,378.2,425.1,427,737.3,772.1,772.2,772.3"
"OMIM_270800"	"#270800 SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE; SPG5A"	"292.1,334.1,344,350.2,350.5,377.1,599.4,772.3"
"OMIM_613812"	"#613812 BILE ACID SYNTHESIS DEFECT, CONGENITAL, 3; CBAS3"	"070.9,557,561.1,571.51,573,573.3,573.5,573.6,575.2,578,579.2,698"
"OMIM_615636"	"#615636 JOUBERT SYNDROME 21; JBTS21"	"315.3,334.1,348.4,350.3,362.3,374.3,378,389.1,512.7,513.31,586.2"
"OMIM_607706"	"#607706 CHARCOT-MARIE-TOOTH DISEASE, AXONAL, WITH VOCAL CORD PARESIS, AUTOSOMALRECESSIVE;;CMT2 WITH VOCAL CORD PARESIS, AUTOSOMAL RECESSIVE;;CHARCOT-MARIE-TOOTH DISEASE, TYPE 4A, AXONAL FORM;;CHARCOT-MARIE-TOOTH NEUROPATHY, AXONAL, WITH VOCAL CORD PARESIS, AUTOSOMALRECESSIVE"	"350.5,356,357,359.1,473.3,687.4,739,772.1"
"OMIM_607831"	"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2K"	"350.5,356,357,359.1,687.4,737.3,772.1,772.3"
"OMIM_608340"	"#608340 CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE A; CMTRIA;;CHARCOT-MARIE-TOOTH NEUROPATHY, RECESSIVE INTERMEDIATE A;;RI-CMTA"	"350.2,350.5,356,357,687.4,737.3,772.1,772.3"
"OMIM_614867"	"#614867 PEROXISOME BIOGENESIS DISORDER 5B; PBD5B"	"292.1,333.1,334.1,350.2,350.3,350.5,362.7,367.9,378.2,389.1,741.3"
"OMIM_259730"	"OSTEOPETROSIS, AUTOSOMAL RECESSIVE 3"	"276.14,285,289.5,315.3,348.9,367.9,377.3,524.3,571.5,588"
"OMIM_262300"	"ACHROMATOPSIA 3"	"360.2,366,367.9,368.5,368.9,378.2"
"OMIM_610688"	"#610688 JOUBERT SYNDROME 6; JBTS6"	"315.3,334.1,348.9,350.3,362,367.9,513,571,575.8,585.3"
"OMIM_613550"	"#613550 NEPHRONOPHTHISIS 11; NPHP11"	"276.8,285,362,378,378.2,379.4,571,585.3,586.2,599.5"
"OMIM_615505"	"#615505 CILIARY DYSKINESIA, PRIMARY, 28; CILD28;;CILIARY DYSKINESIA, PRIMARY, 28, WITH OR WITHOUT SITUS INVERSUS"	"381.1,472,475,496.2,496.3,509"
"OMIM_612075"	"#612075 MITOCHONDRIAL DNA DEPLETION SYNDROME 8A (ENCEPHALOMYOPATHIC TYPE WITHRENAL TUBULOPATHY); MTDPS8A;;MITOCHONDRIAL DNA DEPLETION SYNDROME, ENCEPHALOMYOPATHIC, WITH RENALTUBULOPATHY, AUTOSOMAL RECESSIVEMITOCHONDRIAL DNA DEPLETION SYNDROME 8B (MNGIE TYPE), INCLUDED; MTDPS8B,INCLUDED;;MITOCHONDRIAL NEUROGASTROINTESTINAL ENCEPHALOPATHY SYNDROME, RRM2B-RELATED,INCLUDED;;MNGIE, RRM2B-RELATED, INCLUDED"	"260.1,276.41,290.1,315.3,334.1,345.3,350.3,378.5"
"OMIM_613077"	"#613077 PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS,AUTOSOMAL DOMINANT, 5; PEOA5;;PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL DOMINANT, 5"	"292.1,300.1,334.1,350.5,365,374.3,378,389,532,798"
"OMIM_603563"	"#603563 SPASTIC PARAPLEGIA 8, AUTOSOMAL DOMINANT; SPG8"	"334,334.1,350.1,350.2,350.5,596.5,599.4,599.9,772.3"
"OMIM_614935"	"#614935 CILIARY DYSKINESIA, PRIMARY, 19; CILD19;;CILIARY DYSKINESIA, PRIMARY, 19, WITH OR WITHOUT SITUS INVERSUS"	"381.1,471,472,475,496.2,496.3,509"
"OMIM_274700"	"THYROID HORMONOGENESIS, GENETIC DEFECT IN, 3"	"193,240,244,315.3"
"OMIM_601455"	"#601455 CHARCOT-MARIE-TOOTH DISEASE, TYPE 4D; CMT4D;;NEUROPATHY, HEREDITARY MOTOR AND SENSORY, LOM TYPE; HMSNL;;CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, AUTOSOMAL RECESSIVE, TYPE4D;;CHARCOT-MARIE-TOOTH NEUROPATHY, TYPE 4D;;HMSN4D"	"350.2,350.5,356,357,359.1,389,687.4,772.1"
"OMIM_203400"	"#203400 CORTICOSTERONE METHYLOXIDASE TYPE I DEFICIENCY;;CMO I DEFICIENCY;;ALDOSTERONE DEFICIENCY I;;HYPERRENINEMIC HYPOALDOSTERONISM, FAMILIAL, 1; FHHA1A;;ALDOSTERONE DEFICIENCY DUE TO DEFECT IN STEROID 18-HYDROXYLASE;;18-@HYDROXYLASE DEFICIENCY;;STEROID 18-@HYDROXYLASE DEFICIENCY"	"255.21,276.12,276.13,276.5,458,586,783,789"
"OMIM_610600"	"#610600 CORTICOSTERONE METHYLOXIDASE TYPE II DEFICIENCY;;CMO II DEFICIENCY;;ALDOSTERONE DEFICIENCY II;;HYPERRENINEMIC HYPOALDOSTERONISM, FAMILIAL, 1; FHHA1B;;ALDOSTERONE DEFICIENCY DUE TO DEFICIENCY OF STEROID 18-OXIDASE;;STEROID 18-OXIDASE DEFICIENCY;;18-@OXIDASE DEFICIENCY"	"255.21,276.12,276.13,276.5,458.1,586"
"OMIM_615453"	"#615453 MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 6; MC3DN6"	"276.41,573.4,573.6"
"OMIM_615863"	"#615863 DIARRHEA 7; DIAR7"	"272.1,557,561.1,789"
"OMIM_614707"	"#614707 BROWN-VIALETTO-VAN LAERE SYNDROME 2; BVVLS2"	"312,334.1,334.2,350.3,350.5,352.2,367.9,377.1,378.2,389.1,509,532,737.3,772.1"
"OMIM_201100"	"ACRODERMATITIS ENTEROPATHICA, ZINC-DEFICIENCY TYPE"	"112,260,260.6,331,333.1,334.1,350.6,364.4,367.9,368.9,371.9,528.5,529,529.1,557,561.1,573.3,579.2,681.1,686,704.1,706.8,707,798"
"OMIM_243700"	"#243700 HYPER-IGE RECURRENT INFECTION SYNDROME, AUTOSOMAL RECESSIVE;;HYPER-IGE SYNDROME, AUTOSOMAL RECESSIVE;;HIES, AUTOSOMAL RECESSIVE"	"041,078,079,117,342,381.1,430.1,433,465,475,495,707,939"
"OMIM_610356"	"#610356 RETINAL CONE DYSTROPHY 3B; RCD3B;;CONE DYSTROPHY WITH SUPERNORMAL ROD RESPONSES; CDSRR;;CONE DYSTROPHY WITH NIGHT BLINDNESS AND SUPERNORMAL ROD RESPONSES,KCNV2-RELATED"	"367.1,367.2,368,368.4,368.9,378,378.2"
"OMIM_263300"	"#263300 POLYCYTHEMIA VERA;;PV;;POLYCYTHEMIA RUBRA VERA; PRV"	"200,204,260,287.3,340,386.2,389.4,411.4,430.2,433.3,444,451,452,477,509,571.81,573.3,578,579.2,698,745,785"
"OMIM_615219"	"#615219 HYDROCEPHALUS, NONSYNDROMIC, AUTOSOMAL RECESSIVE 2; HYC2"	"315.3,331.1,345.3"
